qid,docid,docno,rank,score,query
MB06,552,2039052436590178691,3,8.404478902556537,middl east conflict escal
MB06,513,2036863008480084172,4,8.03602600161231,middl east conflict escal
MB06,556,2038525385881591891,5,7.994649189286996,middl east conflict escal
MB06,593,2041494353043247416,6,7.943449761400787,middl east conflict escal
MB06,566,2039273931090321685,7,7.898089007611711,middl east conflict escal
MB06,539,2039945857597161966,8,7.863654440902453,middl east conflict escal
MB06,579,2038396843005202634,9,7.863654440902453,middl east conflict escal
MB06,577,2037524532546658427,10,7.799571429692719,middl east conflict escal
MB06,563,2044197245440962959,11,7.69852228464784,middl east conflict escal
MB06,574,2039744572168049041,12,7.609884728353983,middl east conflict escal
MB06,523,2043957521027871134,13,7.4857411124088795,middl east conflict escal
MB06,508,2039510118811996333,14,7.38822543570514,middl east conflict escal
MB06,505,2044412664944943612,15,7.242271832804802,middl east conflict escal
MB06,525,2037039573503774940,16,7.242271832804802,middl east conflict escal
MB06,520,2034647608497479713,17,7.1019731138912725,middl east conflict escal
MB06,527,2039783630805811420,18,6.909590920616,middl east conflict escal
MB06,507,2041567663562907773,19,6.864265607767677,middl east conflict escal
MB06,500,2044785385075855460,20,6.83707479018198,middl east conflict escal
MB06,538,2039040123078050031,21,6.83707479018198,middl east conflict escal
MB06,599,2039705208620515468,22,6.83707479018198,middl east conflict escal
MB06,521,2043558793586651358,23,6.711900340726199,middl east conflict escal
MB06,575,2038350103233417556,24,6.6584125680945725,middl east conflict escal
MB06,581,2038945911682851136,25,6.591226920250348,middl east conflict escal
MB06,598,2036052314096796109,26,6.591226920250348,middl east conflict escal
MB06,530,2040515754970214827,27,6.4748160441445375,middl east conflict escal
MB06,536,2038638293512835351,28,6.4748160441445375,middl east conflict escal
MB06,542,2037502278152630657,29,6.4748160441445375,middl east conflict escal
