qid,docid,docno,rank,score,query
MB04,368,2042296914566148286,25,5.663556291051629,suprem leader khamenei
MB04,358,2041353740163117314,26,5.6280258394969485,suprem leader khamenei
MB04,351,2041666442584568011,27,5.6179019031026876,suprem leader khamenei
MB04,309,2042863157425705399,28,5.596554337248157,suprem leader khamenei
MB04,328,2043302418360741979,29,5.596554337248157,suprem leader khamenei
MB05,420,2042011945172078737,0,5.595792075555556,iran nuclear deal
MB05,425,2043734546093363216,1,5.577597269487845,iran nuclear deal
MB05,405,2043740757551431682,2,5.46955809278591,iran nuclear deal
MB05,468,2043740177940787432,3,5.412907454983568,iran nuclear deal
MB05,446,2045014623611490711,4,5.159448867168582,iran nuclear deal
MB05,490,2041663539530617263,5,4.932323778997958,iran nuclear deal
MB05,469,2044953628277104991,6,4.9155252471654975,iran nuclear deal
MB05,459,2042655609758052624,7,4.912292604247688,iran nuclear deal
MB05,417,2044839888529281482,8,4.89629707908062,iran nuclear deal
MB05,454,2045221035935412718,9,4.8638023860002555,iran nuclear deal
MB05,481,2041179340549861579,10,4.81940041779632,iran nuclear deal
MB05,477,2043686901496877456,11,4.792169292135796,iran nuclear deal
MB05,491,2042425256670085567,12,4.756061396562995,iran nuclear deal
MB05,442,2044838803412545953,13,4.712328819990841,iran nuclear deal
MB05,427,2042370258434998753,14,4.69167045995038,iran nuclear deal
MB05,404,2044846387649540263,15,4.6911421080410225,iran nuclear deal
MB05,421,2044023564207018045,16,4.677126689309967,iran nuclear deal
MB05,408,2042716172794183839,17,4.6386689618091665,iran nuclear deal
MB05,415,2044664590861000822,18,4.6386689618091665,iran nuclear deal
MB05,476,2042290941894021357,19,4.6386689618091665,iran nuclear deal
MB05,465,2045057147537330645,20,4.629581677750856,iran nuclear deal
MB05,445,2044839563391074695,21,4.628394446807447,iran nuclear deal
MB05,478,2044844680240881851,22,4.628394446807447,iran nuclear deal
MB05,473,2044027956763255016,23,4.5334245377056215,iran nuclear deal
MB05,455,2043749210231816633,24,4.435745866401249,iran nuclear deal
MB05,450,2044723728353812764,25,4.42042325367108,iran nuclear deal
MB05,487,2044204573410386375,26,4.419162981450248,iran nuclear deal
MB05,498,2041891105956839805,27,4.382042686672987,iran nuclear deal
MB05,430,2043826550026457493,28,4.380886749982361,iran nuclear deal
MB05,493,2044160245509828776,29,4.380886749982361,iran nuclear deal
MB06,562,2042518019050512817,0,9.706188377290303,middl east conflict escal
MB06,556,2038525385881591891,1,9.565271742221245,middl east conflict escal
MB06,593,2041494353043247416,2,9.205464950515745,middl east conflict escal
MB06,566,2039273931090321685,3,9.17622160385343,middl east conflict escal
MB06,577,2037524532546658427,4,9.11067066402178,middl east conflict escal
MB06,574,2039744572168049041,5,8.979341509082435,middl east conflict escal
MB06,552,2039052436590178691,6,8.3361650383421,middl east conflict escal
MB06,526,2044868780589789302,7,8.306466753281745,middl east conflict escal
MB06,540,2044860624304222674,8,8.306466753281745,middl east conflict escal
MB06,523,2043957521027871134,9,8.23588211214287,middl east conflict escal
MB06,513,2036863008480084172,10,8.202691430385531,middl east conflict escal
MB06,539,2039945857597161966,11,8.123641521358985,middl east conflict escal
MB06,579,2038396843005202634,12,8.123641521358985,middl east conflict escal
MB06,563,2044197245440962959,13,8.040189689597788,middl east conflict escal
MB06,508,2039510118811996333,14,7.866674432591241,middl east conflict escal
MB06,527,2039783630805811420,15,7.864127241567113,middl east conflict escal
MB06,507,2041567663562907773,16,7.835984708281611,middl east conflict escal
MB06,505,2044412664944943612,17,7.778751021804944,middl east conflict escal
MB06,525,2037039573503774940,18,7.778751021804944,middl east conflict escal
MB06,520,2034647608497479713,19,7.690978198348281,middl east conflict escal
MB06,575,2038350103233417556,20,7.689674201531913,middl east conflict escal
MB06,500,2044785385075855460,21,7.517553092035877,middl east conflict escal
MB06,538,2039040123078050031,22,7.517553092035877,middl east conflict escal
MB06,599,2039705208620515468,23,7.517553092035877,middl east conflict escal
MB06,521,2043558793586651358,24,7.432443635764124,middl east conflict escal
MB06,581,2038945911682851136,25,7.348631660900209,middl east conflict escal
MB06,598,2036052314096796109,26,7.348631660900209,middl east conflict escal
MB06,530,2040515754970214827,27,7.26621993417371,middl east conflict escal
MB06,536,2038638293512835351,28,7.26621993417371,middl east conflict escal
MB06,542,2037502278152630657,29,7.26621993417371,middl east conflict escal
